commodity,signal,confidence,timestamp
shrirampur(ms),demand rising,0.1,2007-07-01
shrirampur(ms),demand rising,0.42,2007-08-01
shrirampur(ms),demand rising,0.17,2007-09-01
shrirampur(ms),demand rising,0.13,2007-10-01
shrirampur(ms),price falling,0.47,2007-11-01
shrirampur(ms),price falling,0.39,2007-12-01
shrirampur(ms),price falling,0.57,2008-01-01
shrirampur(ms),demand rising,0.27,2008-02-01
shrirampur(ms),demand rising,0.17,2008-03-01
shrirampur(ms),price falling,0.2,2008-04-01
shrirampur(ms),price falling,0.07,2008-05-01
shrirampur(ms),demand rising,0.47,2008-06-01
shrirampur(ms),demand rising,1.05,2008-07-01
shrirampur(ms),demand rising,0.1,2008-08-01
shrirampur(ms),high volatility,0.04,2008-09-01
shrirampur(ms),high volatility,0.03,2008-10-01
shrirampur(ms),demand rising,0.46,2008-11-01
shrirampur(ms),price falling,0.07,2008-12-01
shrirampur(ms),demand rising,0.27,2009-01-01
shrirampur(ms),price falling,0.29,2009-02-01
shrirampur(ms),price falling,0.33,2009-03-01
shrirampur(ms),price falling,0.19,2009-04-01
shrirampur(ms),price falling,0.1,2009-05-01
shrirampur(ms),demand rising,0.76,2009-06-01
shrirampur(ms),price falling,0.19,2009-07-01
shrirampur(ms),demand rising,0.1,2009-08-01
shrirampur(ms),demand rising,0.08,2009-09-01
shrirampur(ms),demand rising,1.01,2009-10-01
shrirampur(ms),demand rising,0.12,2009-11-01
shrirampur(ms),price falling,0.07,2009-12-01
shrirampur(ms),price falling,0.18,2010-01-01
shrirampur(ms),price falling,0.09,2010-02-01
shrirampur(ms),price falling,0.5,2010-03-01
shrirampur(ms),price falling,0.34,2010-04-01
shrirampur(ms),demand rising,0.28,2010-05-01
shrirampur(ms),demand rising,0.34,2010-06-01
shrirampur(ms),high volatility,0.05,2010-07-01
shrirampur(ms),demand rising,0.3,2010-08-01
shrirampur(ms),demand rising,0.59,2010-09-01
shrirampur(ms),demand rising,0.08,2010-10-01
shrirampur(ms),demand rising,0.48,2010-11-01
shrirampur(ms),demand rising,0.41,2010-12-01
shrirampur(ms),price falling,0.05,2011-01-01
shrirampur(ms),price falling,0.7,2011-02-01
shrirampur(ms),price falling,0.5,2011-03-01
shrirampur(ms),high volatility,0.04,2011-04-01
shrirampur(ms),demand rising,0.11,2011-05-01
shrirampur(ms),demand rising,0.45,2011-06-01
shrirampur(ms),demand rising,0.09,2011-07-01
shrirampur(ms),demand rising,0.22,2011-08-01
shrirampur(ms),high volatility,0.05,2011-09-01
shrirampur(ms),price falling,0.25,2011-10-01
shrirampur(ms),high volatility,0.01,2011-11-01
shrirampur(ms),price falling,0.24,2011-12-01
shrirampur(ms),price falling,0.32,2012-01-01
shrirampur(ms),price falling,0.28,2012-02-01
shrirampur(ms),demand rising,0.17,2012-03-01
shrirampur(ms),high volatility,0.01,2012-04-01
shrirampur(ms),high volatility,0.02,2012-05-01
shrirampur(ms),demand rising,0.58,2012-06-01
shrirampur(ms),demand rising,0.05,2012-07-01
shrirampur(ms),demand rising,0.15,2012-08-01
shrirampur(ms),high volatility,0.05,2012-09-01
shrirampur(ms),demand rising,0.34,2012-10-01
shrirampur(ms),demand rising,0.28,2012-11-01
shrirampur(ms),high volatility,0.0,2012-12-01
shrirampur(ms),demand rising,0.2,2013-01-01
shrirampur(ms),high volatility,0.03,2013-02-01
shrirampur(ms),price falling,0.33,2013-03-01
shrirampur(ms),high volatility,0.04,2013-04-01
shrirampur(ms),demand rising,0.12,2013-05-01
shrirampur(ms),demand rising,0.45,2013-06-01
shrirampur(ms),demand rising,0.51,2013-07-01
shrirampur(ms),demand rising,0.58,2013-08-01
shrirampur(ms),demand rising,0.28,2013-09-01
shrirampur(ms),price falling,0.08,2013-10-01
shrirampur(ms),price falling,0.35,2013-11-01
shrirampur(ms),price falling,0.53,2013-12-01
shrirampur(ms),price falling,0.26,2014-01-01
shrirampur(ms),price falling,0.24,2014-02-01
shrirampur(ms),high volatility,0.05,2014-03-01
shrirampur(ms),price falling,0.11,2014-04-01
shrirampur(ms),demand rising,0.5,2014-05-01
shrirampur(ms),demand rising,0.61,2014-06-01
shrirampur(ms),demand rising,0.39,2014-07-01
shrirampur(ms),price falling,0.11,2014-08-01
shrirampur(ms),price falling,0.1,2014-09-01
shrirampur(ms),high volatility,0.02,2014-10-01
shrirampur(ms),price falling,0.07,2014-11-01
shrirampur(ms),high volatility,0.04,2014-12-01
shrirampur(ms),price falling,0.15,2015-01-01
shrirampur(ms),demand rising,0.2,2015-02-01
shrirampur(ms),price falling,0.22,2015-03-01
shrirampur(ms),price falling,0.05,2015-04-01
shrirampur(ms),demand rising,0.15,2015-05-01
shrirampur(ms),demand rising,0.3,2015-06-01
shrirampur(ms),demand rising,0.2,2015-07-01
shrirampur(ms),demand rising,1.18,2015-08-01
shrirampur(ms),high volatility,0.0,2015-09-01
shrirampur(ms),price falling,0.18,2015-10-01
shrirampur(ms),price falling,0.32,2015-11-01
shrirampur(ms),price falling,0.37,2015-12-01
shrirampur(ms),high volatility,0.04,2016-01-01
shrirampur(ms),price falling,0.35,2016-02-01
sinnar(ms),demand rising,0.43,1997-08-01
sinnar(ms),demand rising,0.33,1997-09-01
sinnar(ms),demand rising,0.31,1997-10-01
sinnar(ms),demand rising,0.65,1997-11-01
sinnar(ms),demand rising,0.43,1997-12-01
sinnar(ms),demand rising,0.53,1998-01-01
sinnar(ms),price falling,0.18,1998-02-01
sinnar(ms),price falling,0.6,1998-03-01
sinnar(ms),price falling,0.37,1998-04-01
sinnar(ms),demand rising,0.33,1998-05-01
sinnar(ms),demand rising,1.07,1998-06-01
sinnar(ms),demand rising,0.35,1998-07-01
sinnar(ms),demand rising,0.57,1998-08-01
sinnar(ms),demand rising,0.35,1998-09-01
sinnar(ms),demand rising,0.05,1998-10-01
sinnar(ms),price falling,0.34,1998-11-01
sinnar(ms),price falling,0.18,1998-12-01
sinnar(ms),price falling,0.54,1999-01-01
sinnar(ms),price falling,0.47,1999-02-01
sinnar(ms),price falling,0.12,1999-03-01
sinnar(ms),demand rising,0.54,1999-04-01
sinnar(ms),demand rising,0.29,1999-05-01
sinnar(ms),price falling,0.06,1999-06-01
sinnar(ms),high volatility,0.0,1999-07-01
sinnar(ms),high volatility,0.04,1999-08-01
sinnar(ms),demand rising,0.63,1999-09-01
sinnar(ms),price falling,0.13,1999-10-01
sinnar(ms),price falling,0.23,1999-11-01
sinnar(ms),price falling,0.34,1999-12-01
sinnar(ms),price falling,0.21,2000-01-01
sinnar(ms),high volatility,0.0,2000-02-01
sinnar(ms),demand rising,0.14,2000-03-01
sinnar(ms),price falling,0.3,2000-04-01
sinnar(ms),price falling,0.16,2000-05-01
sinnar(ms),high volatility,0.0,2000-06-01
sinnar(ms),demand rising,0.29,2000-07-01
sinnar(ms),demand rising,0.3,2000-08-01
sinnar(ms),demand rising,0.09,2000-09-01
sinnar(ms),demand rising,0.44,2000-10-01
sinnar(ms),demand rising,0.6,2000-11-01
sinnar(ms),price falling,0.22,2000-12-01
sinnar(ms),price falling,0.06,2001-01-01
sinnar(ms),price falling,0.31,2001-02-01
sinnar(ms),high volatility,0.03,2001-03-01
sinnar(ms),price falling,0.27,2001-04-01
sinnar(ms),price falling,0.16,2001-05-01
sinnar(ms),demand rising,0.47,2001-06-01
sinnar(ms),demand rising,0.25,2001-07-01
sinnar(ms),demand rising,0.52,2001-08-01
sinnar(ms),price falling,0.09,2001-09-01
sinnar(ms),demand rising,0.05,2001-10-01
sinnar(ms),demand rising,0.27,2001-11-01
sinnar(ms),price falling,0.43,2001-12-01
sinnar(ms),price falling,0.39,2002-01-01
sinnar(ms),price falling,0.16,2002-02-01
sinnar(ms),high volatility,0.05,2002-03-01
sinnar(ms),price falling,0.12,2002-04-01
sinnar(ms),high volatility,0.04,2002-05-01
sinnar(ms),demand rising,0.68,2002-06-01
sinnar(ms),demand rising,0.25,2002-07-01
sinnar(ms),demand rising,0.25,2002-08-01
sinnar(ms),high volatility,0.03,2002-09-01
sinnar(ms),demand rising,0.36,2002-10-01
sinnar(ms),price falling,0.3,2002-11-01
sinnar(ms),price falling,0.44,2002-12-01
sinnar(ms),price falling,0.32,2003-01-01
sinnar(ms),price falling,0.16,2003-02-01
sinnar(ms),demand rising,0.68,2003-03-01
sinnar(ms),demand rising,0.25,2003-04-01
sinnar(ms),demand rising,0.06,2003-05-01
sinnar(ms),demand rising,0.46,2003-06-01
sinnar(ms),demand rising,0.06,2003-07-01
sinnar(ms),demand rising,0.1,2003-08-01
sinnar(ms),high volatility,0.05,2003-09-01
sinnar(ms),demand rising,0.42,2003-10-01
sinnar(ms),price falling,0.29,2003-11-01
sinnar(ms),demand rising,0.27,2003-12-01
sinnar(ms),demand rising,0.1,2004-01-01
sinnar(ms),price falling,0.11,2004-02-01
sinnar(ms),price falling,0.41,2004-03-01
sinnar(ms),price falling,0.28,2004-04-01
sinnar(ms),demand rising,0.08,2004-05-01
sinnar(ms),demand rising,0.22,2004-06-01
sinnar(ms),high volatility,0.03,2004-07-01
sinnar(ms),demand rising,0.08,2004-08-01
sinnar(ms),high volatility,0.02,2004-09-01
sinnar(ms),demand rising,0.28,2004-10-01
sinnar(ms),price falling,0.18,2004-11-01
sinnar(ms),price falling,0.21,2004-12-01
sinnar(ms),price falling,0.23,2005-01-01
sinnar(ms),high volatility,0.0,2005-02-01
sinnar(ms),price falling,0.15,2005-03-01
sinnar(ms),high volatility,0.03,2005-04-01
sinnar(ms),price falling,0.08,2005-05-01
sinnar(ms),demand rising,0.29,2005-06-01
sinnar(ms),demand rising,0.3,2005-07-01
sinnar(ms),demand rising,0.94,2005-08-01
sinnar(ms),demand rising,0.35,2005-09-01
sinnar(ms),demand rising,0.31,2005-10-01
sinnar(ms),price falling,0.09,2005-11-01
sinnar(ms),price falling,0.51,2005-12-01
sinnar(ms),price falling,0.47,2006-01-01
sinnar(ms),price falling,0.33,2006-02-01
sinnar(ms),price falling,0.18,2006-03-01
sinnar(ms),demand rising,0.51,2006-04-01
sinnar(ms),price falling,0.3,2006-05-01
sinnar(ms),demand rising,0.71,2006-06-01
sinnar(ms),demand rising,0.12,2006-07-01
sinnar(ms),price falling,0.08,2006-08-01
sinnar(ms),price falling,0.07,2006-09-01
sinnar(ms),demand rising,0.1,2006-10-01
sinnar(ms),demand rising,0.61,2006-11-01
sinnar(ms),demand rising,0.4,2006-12-01
sinnar(ms),demand rising,0.22,2007-01-01
sinnar(ms),demand rising,0.22,2007-02-01
sinnar(ms),price falling,0.35,2007-03-01
sinnar(ms),price falling,0.3,2007-04-01
sinnar(ms),demand rising,0.05,2007-05-01
sinnar(ms),demand rising,0.72,2007-06-01
sinnar(ms),high volatility,0.05,2007-07-01
sinnar(ms),demand rising,0.47,2007-08-01
sinnar(ms),demand rising,0.22,2007-09-01
sinnar(ms),price falling,0.1,2007-10-01
sinnar(ms),price falling,0.32,2007-11-01
sinnar(ms),price falling,0.44,2007-12-01
sinnar(ms),price falling,0.52,2008-01-01
sinnar(ms),high volatility,0.0,2008-02-01
sinnar(ms),demand rising,0.25,2008-03-01
sinnar(ms),high volatility,0.04,2008-04-01
sinnar(ms),price falling,0.21,2008-05-01
sinnar(ms),demand rising,0.43,2008-06-01
sinnar(ms),demand rising,0.88,2008-09-01
sinnar(ms),demand rising,0.07,2008-10-01
sinnar(ms),demand rising,0.51,2008-11-01
sinnar(ms),high volatility,0.04,2008-12-01
sinnar(ms),demand rising,0.23,2009-01-01
sinnar(ms),price falling,0.2,2009-02-01
sinnar(ms),price falling,0.36,2009-03-01
sinnar(ms),price falling,0.35,2009-04-01
sinnar(ms),demand rising,0.06,2009-05-01
sinnar(ms),demand rising,0.38,2009-06-01
sinnar(ms),high volatility,0.03,2009-07-01
sinnar(ms),demand rising,0.09,2009-08-01
sinnar(ms),price falling,0.12,2009-09-01
sinnar(ms),demand rising,1.2,2009-10-01
sinnar(ms),price falling,0.1,2009-11-01
sinnar(ms),price falling,0.16,2009-12-01
sinnar(ms),demand rising,0.17,2010-01-01
sinnar(ms),price falling,0.14,2010-02-01
sinnar(ms),price falling,0.4,2010-03-01
sinnar(ms),price falling,0.18,2010-04-01
sinnar(ms),high volatility,0.02,2010-05-01
sinnar(ms),demand rising,0.11,2010-06-01
sinnar(ms),demand rising,0.16,2010-07-01
sinnar(ms),demand rising,0.37,2010-08-01
sinnar(ms),demand rising,0.61,2010-09-01
sinnar(ms),demand rising,0.09,2010-10-01
sinnar(ms),demand rising,0.06,2010-11-01
sinnar(ms),price falling,0.09,2010-12-01
sinnar(ms),demand rising,0.48,2011-01-01
sinnar(ms),price falling,0.57,2011-02-01
sinnar(ms),price falling,0.53,2011-03-01
sinnar(ms),demand rising,0.05,2011-04-01
sinnar(ms),demand rising,0.08,2011-05-01
sinnar(ms),demand rising,0.32,2011-06-01
sinnar(ms),demand rising,0.22,2011-07-01
sinnar(ms),demand rising,0.31,2011-08-01
sinnar(ms),price falling,0.07,2011-09-01
sinnar(ms),price falling,0.13,2011-10-01
sinnar(ms),price falling,0.15,2011-11-01
sinnar(ms),price falling,0.22,2011-12-01
sinnar(ms),price falling,0.34,2012-01-01
sinnar(ms),price falling,0.2,2012-02-01
sinnar(ms),price falling,0.06,2012-03-01
sinnar(ms),demand rising,0.42,2012-04-01
sinnar(ms),price falling,0.18,2012-05-01
sinnar(ms),demand rising,0.13,2012-06-01
sinnar(ms),demand rising,0.42,2012-07-01
sinnar(ms),price falling,0.19,2012-09-01
sinnar(ms),demand rising,1.08,2012-11-01
sinnar(ms),demand rising,0.6,2013-01-01
sinnar(ms),high volatility,0.0,2013-02-01
sinnar(ms),price falling,0.31,2013-03-01
sinnar(ms),demand rising,2.8,2013-10-01
sinnar(ms),price falling,0.09,2013-12-01
sinnar(ms),price falling,0.48,2014-07-01
sinnar(ms),price falling,0.16,2014-08-01
sinnar(ms),price falling,0.16,2014-09-01
sinnar(ms),price falling,0.13,2014-10-01
sinnar(ms),demand rising,0.32,2014-11-01
sinnar(ms),demand rising,0.06,2014-12-01
sinnar(ms),price falling,0.15,2015-01-01
sinnar(ms),demand rising,0.13,2015-02-01
sinnar(ms),price falling,0.27,2015-03-01
sinnar(ms),price falling,0.15,2015-04-01
sinnar(ms),demand rising,0.11,2015-05-01
sinnar(ms),demand rising,0.55,2015-06-01
sinnar(ms),demand rising,0.46,2015-07-01
sinnar(ms),demand rising,0.93,2015-08-01
sinnar(ms),high volatility,0.04,2015-09-01
sinnar(ms),price falling,0.4,2015-10-01
sinnar(ms),price falling,0.28,2015-11-01
sinnar(ms),price falling,0.39,2015-12-01
sinnar(ms),high volatility,0.03,2016-01-01
sinnar(ms),price falling,0.29,2016-02-01
solapur(ms),price falling,0.39,2004-03-01
solapur(ms),price falling,0.53,2004-04-01
solapur(ms),demand rising,0.25,2004-05-01
solapur(ms),demand rising,0.12,2004-06-01
solapur(ms),demand rising,0.56,2004-08-01
solapur(ms),price falling,0.37,2004-09-01
solapur(ms),high volatility,0.0,2004-10-01
solapur(ms),demand rising,0.16,2004-11-01
solapur(ms),high volatility,0.03,2005-01-01
solapur(ms),price falling,0.17,2005-02-01
solapur(ms),price falling,0.14,2005-03-01
solapur(ms),demand rising,0.15,2005-04-01
solapur(ms),demand rising,0.05,2005-05-01
solapur(ms),demand rising,0.42,2005-06-01
solapur(ms),demand rising,0.16,2005-07-01
solapur(ms),demand rising,0.5,2005-08-01
solapur(ms),demand rising,0.06,2005-09-01
solapur(ms),high volatility,0.02,2005-10-01
solapur(ms),demand rising,0.12,2005-11-01
solapur(ms),price falling,0.35,2005-12-01
solapur(ms),price falling,0.44,2006-01-01
solapur(ms),price falling,0.34,2006-02-01
solapur(ms),price falling,0.15,2006-03-01
solapur(ms),price falling,0.09,2006-04-01
solapur(ms),demand rising,0.07,2006-05-01
solapur(ms),demand rising,0.8,2006-06-01
solapur(ms),high volatility,0.05,2006-07-01
solapur(ms),demand rising,0.1,2006-08-01
solapur(ms),price falling,0.13,2006-09-01
solapur(ms),high volatility,0.02,2006-10-01
solapur(ms),demand rising,0.19,2006-11-01
solapur(ms),demand rising,0.34,2006-12-01
solapur(ms),demand rising,0.31,2007-01-01
solapur(ms),demand rising,0.15,2007-02-01
solapur(ms),price falling,0.13,2007-03-01
solapur(ms),price falling,0.18,2007-04-01
solapur(ms),high volatility,0.03,2007-05-01
solapur(ms),demand rising,0.34,2007-06-01
solapur(ms),demand rising,0.09,2007-07-01
solapur(ms),demand rising,0.22,2007-08-01
solapur(ms),price falling,0.15,2007-09-01
solapur(ms),price falling,0.22,2007-10-01
solapur(ms),price falling,0.22,2007-11-01
solapur(ms),price falling,0.07,2007-12-01
solapur(ms),price falling,0.25,2008-01-01
solapur(ms),high volatility,0.03,2008-02-01
solapur(ms),price falling,0.22,2008-04-01
solapur(ms),price falling,0.13,2008-05-01
solapur(ms),demand rising,0.65,2008-06-01
solapur(ms),demand rising,0.55,2008-07-01
solapur(ms),demand rising,0.29,2008-08-01
solapur(ms),price falling,0.25,2008-09-01
solapur(ms),demand rising,0.75,2008-11-01
solapur(ms),high volatility,0.04,2009-01-01
solapur(ms),high volatility,0.04,2009-02-01
solapur(ms),price falling,0.33,2009-03-01
solapur(ms),price falling,0.41,2009-04-01
solapur(ms),demand rising,0.12,2009-05-01
solapur(ms),demand rising,0.14,2009-06-01
solapur(ms),demand rising,0.15,2009-07-01
solapur(ms),high volatility,0.05,2009-08-01
solapur(ms),price falling,0.06,2009-09-01
solapur(ms),demand rising,0.39,2009-10-01
solapur(ms),demand rising,0.17,2009-11-01
solapur(ms),demand rising,0.11,2009-12-01
solapur(ms),price falling,0.21,2010-01-01
solapur(ms),high volatility,0.03,2010-02-01
solapur(ms),price falling,0.33,2010-03-01
solapur(ms),price falling,0.22,2010-04-01
solapur(ms),high volatility,0.0,2010-05-01
solapur(ms),demand rising,0.26,2010-06-01
solapur(ms),demand rising,0.14,2010-07-01
solapur(ms),demand rising,0.23,2010-08-01
solapur(ms),demand rising,0.47,2010-09-01
solapur(ms),demand rising,0.07,2010-10-01
solapur(ms),demand rising,0.15,2010-11-01
solapur(ms),demand rising,0.28,2010-12-01
solapur(ms),demand rising,0.1,2011-01-01
solapur(ms),price falling,0.54,2011-02-01
solapur(ms),price falling,0.41,2011-03-01
solapur(ms),price falling,0.16,2011-04-01
solapur(ms),price falling,0.12,2011-05-01
solapur(ms),demand rising,0.41,2011-06-01
solapur(ms),demand rising,0.34,2011-07-01
solapur(ms),demand rising,0.2,2011-08-01
solapur(ms),high volatility,0.04,2011-09-01
solapur(ms),price falling,0.05,2011-10-01
solapur(ms),price falling,0.12,2011-11-01
solapur(ms),price falling,0.19,2011-12-01
solapur(ms),price falling,0.17,2012-01-01
solapur(ms),price falling,0.25,2012-02-01
solapur(ms),demand rising,0.08,2012-03-01
solapur(ms),price falling,0.05,2012-04-01
solapur(ms),demand rising,0.12,2012-05-01
solapur(ms),demand rising,0.33,2012-06-01
solapur(ms),demand rising,0.1,2012-07-01
solapur(ms),demand rising,0.12,2012-08-01
solapur(ms),price falling,0.11,2012-09-01
solapur(ms),demand rising,0.3,2012-10-01
solapur(ms),demand rising,0.48,2012-11-01
solapur(ms),demand rising,0.19,2012-12-01
solapur(ms),high volatility,0.03,2013-01-01
solapur(ms),high volatility,0.02,2013-02-01
solapur(ms),price falling,0.21,2013-03-01
solapur(ms),price falling,0.26,2013-04-01
solapur(ms),high volatility,0.03,2013-05-01
solapur(ms),demand rising,0.75,2013-06-01
solapur(ms),demand rising,0.65,2013-07-01
solapur(ms),demand rising,0.78,2013-08-01
solapur(ms),price falling,0.11,2013-09-01
solapur(ms),price falling,0.22,2013-10-01
solapur(ms),price falling,0.07,2013-11-01
solapur(ms),price falling,0.41,2013-12-01
solapur(ms),price falling,0.45,2014-01-01
solapur(ms),price falling,0.34,2014-02-01
solapur(ms),high volatility,0.0,2014-03-01
solapur(ms),high volatility,0.01,2014-04-01
solapur(ms),demand rising,0.13,2014-05-01
solapur(ms),demand rising,0.9,2014-06-01
solapur(ms),demand rising,0.46,2014-07-01
solapur(ms),high volatility,0.02,2014-08-01
solapur(ms),price falling,0.15,2014-09-01
solapur(ms),high volatility,0.02,2014-10-01
solapur(ms),price falling,0.24,2014-11-01
solapur(ms),demand rising,0.17,2014-12-01
solapur(ms),price falling,0.11,2015-01-01
solapur(ms),demand rising,0.3,2015-02-01
solapur(ms),price falling,0.19,2015-03-01
solapur(ms),price falling,0.12,2015-04-01
solapur(ms),demand rising,0.15,2015-05-01
solapur(ms),demand rising,0.34,2015-06-01
solapur(ms),demand rising,0.37,2015-07-01
solapur(ms),demand rising,0.96,2015-08-01
solapur(ms),price falling,0.25,2015-09-01
solapur(ms),price falling,0.42,2015-10-01
solapur(ms),price falling,0.09,2015-11-01
solapur(ms),price falling,0.24,2015-12-01
solapur(ms),price falling,0.1,2016-01-01
solapur(ms),price falling,0.47,2016-02-01
srinagar,price falling,0.14,2004-03-01
srinagar,price falling,0.22,2004-04-01
srinagar,price falling,0.06,2004-05-01
srinagar,price falling,0.17,2004-06-01
srinagar,high volatility,0.03,2004-07-01
srinagar,demand rising,0.31,2004-08-01
srinagar,demand rising,0.1,2004-09-01
srinagar,high volatility,0.01,2004-10-01
srinagar,demand rising,0.09,2004-11-01
srinagar,price falling,0.13,2004-12-01
srinagar,price falling,0.05,2005-01-01
srinagar,price falling,0.12,2005-02-01
srinagar,demand rising,0.09,2005-05-01
srinagar,price falling,0.23,2005-06-01
srinagar,high volatility,0.01,2005-07-01
srinagar,demand rising,0.25,2005-08-01
srinagar,demand rising,1.05,2005-09-01
srinagar,price falling,0.29,2005-12-01
srinagar,price falling,0.17,2006-01-01
srinagar,price falling,0.27,2006-02-01
srinagar,price falling,0.06,2006-03-01
srinagar,demand rising,0.1,2006-04-01
srinagar,high volatility,0.02,2006-05-01
srinagar,high volatility,0.0,2006-06-01
srinagar,price falling,0.39,2012-04-01
srinagar,demand rising,2.95,2014-08-01
srinagar,price falling,0.27,2015-06-01
srirampur(ms),demand rising,1.0,2015-10-01
surat(guj),price falling,0.18,2004-02-01
surat(guj),price falling,0.29,2004-03-01
surat(guj),price falling,0.35,2004-04-01
surat(guj),demand rising,0.08,2004-05-01
surat(guj),demand rising,0.15,2004-06-01
surat(guj),price falling,0.11,2004-07-01
surat(guj),demand rising,0.16,2004-08-01
surat(guj),high volatility,0.0,2004-09-01
surat(guj),demand rising,0.2,2004-10-01
surat(guj),price falling,0.26,2004-11-01
surat(guj),high volatility,0.05,2004-12-01
surat(guj),price falling,0.09,2005-01-01
surat(guj),price falling,0.1,2005-02-01
surat(guj),price falling,0.08,2005-03-01
surat(guj),high volatility,0.04,2005-04-01
surat(guj),high volatility,0.01,2005-05-01
surat(guj),demand rising,0.1,2005-06-01
surat(guj),demand rising,0.33,2005-07-01
surat(guj),demand rising,0.55,2005-08-01
surat(guj),demand rising,0.53,2005-09-01
surat(guj),demand rising,0.22,2005-10-01
surat(guj),high volatility,0.02,2005-11-01
surat(guj),price falling,0.46,2005-12-01
surat(guj),price falling,0.42,2006-01-01
surat(guj),price falling,0.15,2006-02-01
surat(guj),price falling,0.1,2006-03-01
surat(guj),demand rising,0.12,2006-04-01
surat(guj),price falling,0.09,2006-05-01
surat(guj),demand rising,0.13,2006-06-01
surat(guj),high volatility,0.02,2006-07-01
surat(guj),demand rising,0.21,2006-08-01
surat(guj),high volatility,0.03,2006-09-01
surat(guj),demand rising,0.13,2006-10-01
surat(guj),demand rising,0.23,2006-11-01
surat(guj),demand rising,0.28,2006-12-01
surat(guj),demand rising,0.44,2007-01-01
surat(guj),demand rising,0.18,2007-02-01
surat(guj),price falling,0.37,2007-03-01
surat(guj),price falling,0.3,2007-04-01
surat(guj),high volatility,0.02,2007-05-01
surat(guj),demand rising,0.6,2007-06-01
surat(guj),demand rising,0.14,2007-07-01
surat(guj),demand rising,0.42,2007-08-01
surat(guj),demand rising,0.25,2007-09-01
surat(guj),price falling,0.15,2007-10-01
surat(guj),price falling,0.37,2007-11-01
surat(guj),price falling,0.35,2007-12-01
surat(guj),price falling,0.36,2008-01-01
surat(guj),high volatility,0.04,2008-02-01
surat(guj),high volatility,0.04,2008-03-01
surat(guj),high volatility,0.01,2008-04-01
surat(guj),price falling,0.13,2008-05-01
surat(guj),demand rising,0.19,2008-06-01
surat(guj),demand rising,0.78,2008-07-01
surat(guj),demand rising,0.19,2008-08-01
surat(guj),price falling,0.1,2008-09-01
surat(guj),high volatility,0.03,2008-10-01
surat(guj),demand rising,0.45,2008-11-01
surat(guj),price falling,0.13,2008-12-01
surat(guj),demand rising,0.44,2009-01-01
surat(guj),price falling,0.13,2009-02-01
surat(guj),price falling,0.35,2009-03-01
surat(guj),price falling,0.31,2009-04-01
surat(guj),price falling,0.06,2009-05-01
surat(guj),demand rising,0.24,2009-06-01
surat(guj),high volatility,0.04,2009-07-01
surat(guj),demand rising,0.17,2009-08-01
surat(guj),high volatility,0.04,2009-09-01
surat(guj),demand rising,1.04,2009-10-01
surat(guj),demand rising,0.06,2009-11-01
surat(guj),price falling,0.1,2009-12-01
surat(guj),high volatility,0.01,2010-01-01
surat(guj),price falling,0.05,2010-02-01
surat(guj),price falling,0.42,2010-03-01
surat(guj),price falling,0.27,2010-04-01
surat(guj),high volatility,0.03,2010-05-01
surat(guj),demand rising,0.1,2010-06-01
surat(guj),demand rising,0.1,2010-07-01
surat(guj),demand rising,0.3,2010-08-01
surat(guj),demand rising,0.55,2010-09-01
surat(guj),demand rising,0.18,2010-10-01
surat(guj),demand rising,0.24,2010-11-01
surat(guj),demand rising,0.32,2010-12-01
surat(guj),price falling,0.19,2011-01-01
surat(guj),price falling,0.48,2011-02-01
surat(guj),price falling,0.47,2011-03-01
surat(guj),high volatility,0.05,2011-04-01
surat(guj),demand rising,0.15,2011-05-01
surat(guj),high volatility,0.04,2011-06-01
surat(guj),demand rising,0.23,2011-07-01
surat(guj),demand rising,0.32,2011-08-01
surat(guj),demand rising,0.08,2011-09-01
surat(guj),price falling,0.16,2011-10-01
surat(guj),price falling,0.17,2011-11-01
surat(guj),price falling,0.14,2011-12-01
surat(guj),price falling,0.26,2012-01-01
surat(guj),price falling,0.15,2012-02-01
surat(guj),demand rising,0.16,2012-03-01
surat(guj),high volatility,0.04,2012-04-01
surat(guj),price falling,0.07,2012-05-01
surat(guj),high volatility,0.04,2012-06-01
surat(guj),demand rising,0.26,2012-07-01
surat(guj),demand rising,0.18,2012-08-01
surat(guj),price falling,0.12,2012-09-01
surat(guj),demand rising,0.25,2012-10-01
surat(guj),demand rising,0.42,2012-11-01
surat(guj),demand rising,0.2,2012-12-01
surat(guj),demand rising,0.19,2013-01-01
surat(guj),demand rising,0.1,2013-02-01
surat(guj),price falling,0.34,2013-03-01
surat(guj),price falling,0.21,2013-04-01
surat(guj),price falling,0.1,2013-05-01
surat(guj),demand rising,0.69,2013-06-01
surat(guj),demand rising,0.65,2013-07-01
surat(guj),demand rising,0.63,2013-08-01
surat(guj),demand rising,0.21,2013-09-01
surat(guj),high volatility,0.01,2013-10-01
surat(guj),price falling,0.13,2013-11-01
surat(guj),price falling,0.52,2013-12-01
surat(guj),price falling,0.33,2014-01-01
surat(guj),price falling,0.3,2014-02-01
surat(guj),demand rising,0.14,2014-03-01
surat(guj),high volatility,0.05,2014-04-01
surat(guj),demand rising,0.12,2014-05-01
surat(guj),demand rising,0.38,2014-06-01
surat(guj),demand rising,0.5,2014-07-01
surat(guj),price falling,0.2,2014-08-01
surat(guj),price falling,0.08,2014-09-01
surat(guj),high volatility,0.03,2014-10-01
surat(guj),demand rising,0.1,2014-11-01
surat(guj),demand rising,0.06,2014-12-01
surat(guj),price falling,0.12,2015-01-01
